,link,referencia,latitud,longitud,direccion,distrito,etapa,fecha_entrega,financiamiento,areas_comunes,tipo,tipologia,piso,dormitorios,area,precio
6159,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3310-miramar-etapa-iii-san-bartolo-lima-lima-octagon,Miramar Etapa III,-12.382147633735247,-76.78467039739293,Urbanización Casco Urbano San Bartolo Manzana Z 2 Lote 1,San Bartolo,En planos,"30 de Septiembre, 2026",BBVA,"['Área de juegos para niños', 'Club House', 'Gimnasio', 'Piscina', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,Tipo 10,Pisos: Entre 4 al 9,2,55.36 m2,"S/ 375,000"
2977,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2350-lib-santiago-de-surco-lima-lima-senda,LIB,-12.08374361497263,-76.97898564166586,Calle República de Líbano 115,Santiago De Surco,En construcción,"31 de Octubre, 2024",Banco BCP,"['Areas verdes', 'Gimnasio', 'Lobby', 'Parque privado', 'Piscina', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,1,Pisos: Entre 1 al 10,2,72.07 m2,"S/ 540,900"
6422,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2382-lasso-467-san-luis-lima-lima-promsal,Lasso 467,-12.074638222416803,-76.99624312188297,av. agustin de la rosa toro 467,San Luis,Entrega inmediata,"30 de Abril, 2024",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,2,Piso: 11,3,74.88 m2,"S/ 440,828"
5895,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3342-alborada-iii-san-miguel-lima-lima-grupo-mg,ALBORADA III,-12.0866944,-77.0911878,Av. La paz 839,San Miguel,En planos,"31 de Diciembre, 2025",Banco BCP,"['Gimnasio', 'Lobby', 'Sala de Niños', 'Terraza', 'Zona de Parrillas', 'Otros']",duplex,B6,Piso: 18,1,66.30 m2,"S/ 315,740"
5083,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3037-residencial-salamanca-de-monterrico-17-ate-lima-lima-eficaxx-grupo-inmobiliario,Residencial Salamanca de Monterrico 17,-12.07698935103604,-76.98725551026023,Calle Los Olmos con Los Helechos,Ate,En construcción,"31 de Diciembre, 2024",Banco Interbank,"['Gimnasio', 'Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas']",flat,TIPO 8,"Pisos: 5, 6, 7",3,64.37 m2,"S/ 445,000"
4649,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3209-tulipan-cercado-de-lima-lima-lima-abril-grupo-inmobiliario,Tulipán,-12.0739493,-77.0349939,"Av. Petit Thouars 980, Lima 15046",Cercado de lima,En planos,"18 de Noviembre, 2026",Banco BCP,"['Areas verdes', 'Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Salon Gourmet', 'Techo Panorámico', 'Zona de Parrillas', 'Otros']",flat,TLP X01A,Pisos: Entre 5 al 25,3,71.03 m2,"S/ 438,035"
97,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1075-gallery-san-isidro-lima-lima-grupo-t&c,GALLERY,-12.0953578,-77.0536753,Av. Javier Prado Oeste 2173-2177-2165,San Isidro,Entrega inmediata,"01 de Enero, 2023",Financiamiento Propio,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,TIPO 8,Piso: 4,1,71.52 m2,"S/ 596,604"
4759,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3239-sky-park-san-borja-lima-lima-inhouse,SKY PARK,-12.0956057,-76.9882326,Jirón Paseo del Bosque 832,San Borja,En planos,"31 de Marzo, 2026",BBVA,"['Areas verdes', 'Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,609,Piso: 6,2,61.15 m2,"S/ 479,000"
2508,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2617-pardo-669-miraflores-lima-lima-v&v-grupo-inmobiliario,PARDO 669,-12.1192987,-77.03532109999999,Av. José Pardo 669 Miraflores,Miraflores,En planos,"30 de Octubre, 2025",Banco Scotiabank,"['Gimnasio', 'Lobby', 'Piscina', 'Sala de cine', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,Tipo 10-B,"Pisos: 2, 4, 10",1,38.50 m2,"S/ 420,000"
6321,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3312-dumont-jesus-maria-lima-lima-arteco,DuMont,-12.07128302895256,-77.03871520302563,Av. República de Chile 675,Jesus Maria,En planos,"31 de Octubre, 2026",Banco BCP,"['Área de juegos para niños', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Sala Bar', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,TIPO 1,Pisos: Entre 3 al 17,3,69.44 m2,"S/ 463,000"
2599,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2353-condominio-home-ii-etapa-cayma-arequipa-arequipa-edifica,Condominio HOME - II Etapa,-16.38201697655964,-71.5494758590901,Prolongación Los Arces 538 - Cayma,Cayma,En construcción,"15 de Agosto, 2024",Banco Interbank,"['Área de juegos para niños', 'Areas verdes', 'Boulevard peatonal', 'Cuarto servicio', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Parque privado', 'Sala Bar', 'Sala de Niños', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas']",flat,Tipo 1,"Pisos: 2, 4, 7, 8",3,105.90 m2,"S/ 645,685"
678,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2712-proyecto-cobian-miraflores-lima-lima-vive-constructora,PROYECTO COBIAN,-12.1329007,-77.01994499999999,Calle Alfonso Cobian N° 110,Miraflores,En construcción,"30 de Noviembre, 2024",Banco BCP,['Lobby'],flat,6,Pisos: 4 y 5,1,40.50 m2,"S/ 323,190"
5091,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2987-prado-1324-magdalena-del-mar-lima-lima-rb-arquitectura,Prado 1324,-12.0858589,-77.0705334,JR. LEONCIO PRADO 1324,Magdalena Del Mar,En planos,"31 de Diciembre, 2024",Otros,['Lobby'],flat,TIPO 2,Piso: 3,2,50.91 m2,"S/ 355,000"
6173,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2658-albamar-view411-jesus-maria-lima-lima-albamar-grupo-inmobiliario,Albamar | View411,-12.088536962418084,-77.05958568957274,"AV. FAUSTINO SANCHEZ CARRIÓN 411, JESÚS MARÍA",Jesus Maria,En construcción,"30 de Noviembre, 2024",Banco Interbank,"['Areas verdes', 'Gimnasio', 'Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,TIPO 3,"Pisos: 5, 6, 9, 12, 20",2,57.86 m2,"S/ 469,400"
457,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1631-aspiria-barranco-lima-lima-grupo-t&c,ASPIRIA,-12.139487578321152,-77.01943345939085,Av. El Sol Este 530,Barranco,En construcción,"31 de Julio, 2026",Financiamiento Propio,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Salon Gourmet', 'Zona de Parrillas']",flat,TIPO 5_101,Piso: 1,3,74.74 m2,"S/ 554,941"
5492,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2316-inizzio-santiago-de-surco-lima-lima-sembra-inmobiliaria,INIZZIO,-12.1137096,-76.99237699999999,Caminos del Inca 236,Santiago De Surco,En construcción,"30 de Septiembre, 2024",Banco Scotiabank,"['Gimnasio', 'Lobby', 'Piscina', 'Sala de Niños', 'Terraza', 'Video vigilancia', 'Zona de Parrillas']",flat,101,Piso: 1,3,113.47 m2,"S/ 950,800"
60,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2364-paseo-san-martin-etapa-5-san-martin-de-porres-lima-lima-inarco,Paseo San Martín - Etapa 5,-12.0330855,-77.0495877,Av. 10 de Junio N°1020,San Martin De Porres,Entrega inmediata,"30 de Junio, 2023",Banco Interbank,"['Área de juegos para niños', 'Areas verdes', 'Club House', 'Gimnasio', 'Parque privado', 'Sala de Niños', 'Sala de usos Múltiples', 'Zona de Lavandería', 'Zona de Parrillas']",flat,TIPO 107-V,Piso: 1,3,89.89 m2,"S/ 393,600"
1822,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2647-alameda-central-condominio-cercado-de-lima-lima-lima-besco,Alameda Central Condominio,-12.0475328,-77.0566513,"Av. Oscar R. Benavides 1140 (Ex Av. Colonial), esquina con Jr. Gaspar Hernandez, Cercado de Lima",Cercado de lima,En construcción,"28 de Febrero, 2025",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Boulevard peatonal', 'Cancha de Fulbito', 'Club House', 'Cuarto servicio', 'Jardin interior', 'Lobby', 'Parque privado', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,TORRE 3-FLAT-TIPO 5,"Pisos: 12, 18, 20",2,65.05 m2,"S/ 285,396"
1530,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3425-alameda-san-miguel-san-miguel-lima-lima-tale-inmobiliaria,Alameda San Miguel,-12.06894549013527,-77.09819108247758,"Esquina Av. Precursores y Av. Elmer Faucett, San Miguel",San Miguel,En planos,"01 de Julio, 2027",Financiamiento Propio,"['Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de usos Múltiples', 'Zona de Lavandería', 'Zona de Parrillas']",flat,X11,Pisos: Entre 3 al 21,1,42.98 m2,"S/ 289,000"
221,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3397-zircon-jesus-maria-lima-lima-marte,Zircon,-12.0708776,-77.04226390000001,Jr. Nazca 704,Jesus Maria,En planos,"31 de Diciembre, 2026",Banco BCP,"['Lobby', 'Piscina', 'Sala de usos Múltiples', 'Zona de Parrillas']",flat,Tipo 6,Pisos: Entre 2 al 22,2,51.22 m2,"S/ 380,319"
4234,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3025-centrix-28-miraflores-lima-lima-ee-inmobiliaria,Centrix 28,-12.12972221149553,-77.0214986734462,AV. 28 de Julio 1109 con Cl. Francisco del Castillo N° 359 - 365,Miraflores,En planos,"31 de Julio, 2026",Banco BCP,"['Gimnasio', 'Lobby', 'Terraza', 'Zona de Parrillas']",flat,Dpto. 1204,Piso: 12,1,40.99 m2,"S/ 354,000"
187,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2478-mar-d-amalfi-miraflores-lima-lima-procity,MAR D´AMALFI,-12.1216006,-77.0205299,"Av. Ricardo Palma 877, San Antonio",Miraflores,En construcción,"30 de Marzo, 2025",Banco Interbank,"['Areas verdes', 'Ascensor directo', 'Cuarto servicio', 'Gimnasio', 'Lobby', 'Terraza', 'Video vigilancia']",flat,B 3,"Pisos: 2, 4, 6",2,92.00 m2,"$ 204,250"
48,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2727-concepto-urban-park-ii-cercado-de-lima-lima-lima-imagina,Concepto Urban Park,-12.0758939,-77.03461109999999,Av. Petit Thouars 1140,Cercado de lima,Entrega inmediata,"30 de Junio, 2024",Banco Scotiabank,"['Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de cine', 'Sala de Niños', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,3D+C,Pisos: Entre 2 al 20,3,72.30 m2,"S/ 512,344"
2585,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3376-naxos-jesus-maria-lima-lima-ifi-inmobiliaria,NAXOS,-12.0797597,-77.0492377,Jr Huascar 1787,Jesus Maria,En planos,"31 de Diciembre, 2025",Banco Interbank,"['Gimnasio', 'Lobby', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,2D,Piso: 1,1,56.00 m2,"S/ 383,000"
2645,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3343-edificio-ugarteche-pueblo-libre-lima-lima-quark-grupo-inmobiliario,Edificio UGARTECHE,-12.08484517964607,-77.06341620703381,"Jirón José Gregorio Paredes 2729, Pueblo Libre",Pueblo Libre,En planos,"30 de Septiembre, 2025",Banco Interbank,"['Lobby', 'Video vigilancia', 'Otros']",flat,2A,"Pisos: 3, 4, 5, 6, 7",2,55.90 m2,"S/ 329,000"
1094,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2516-homelike-ii-santiago-de-surco-lima-lima-gratia-constructora,HOMELIKE II,-12.12145965561298,-76.99070575122947,Jr. Zamora 262 - 264,Santiago De Surco,Entrega inmediata,"02 de Enero, 2024","Banco BANBIF, Banco BCP, BBVA, Banco de Comercio, Banco Pichincha, Banco GNB, Banco Interbank, Banco Scotiabank","['Ascensor directo', 'Lobby', 'Terraza', 'Video vigilancia', 'Zona de Parrillas']",duplex,Tipo 5,Piso: 4,2,84.21 m2,"S/ 610,000"
855,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3318-gaviotas-176-chorrillos-lima-lima-v&v-grupo-inmobiliario,Gaviotas 176,-12.182188,-77.007618,"Av. Las Gaviotas 176, Chorrillos 15064",Chorrillos,En planos,"31 de Mayo, 2027",Otros,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Parque privado', 'Sala de Niños', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,T2X108,Piso: 1,3,66.80 m2,"S/ 330,000"
6003,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3363-slim-lince-lima-lima-grupo-tyc,SLIM,-12.080354963790509,-77.0348507088109,"Av. Arequipa 1587, Lince",Lince,En planos,"31 de Diciembre, 2026",Financiamiento Propio,"['Areas verdes', 'Gimnasio', 'Lobby', 'Parque privado', 'Sala Bar', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,Tipo 11A,Pisos: Entre 3 al 23,2,55.34 m2,"S/ 371,059"
1104,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2986-mykonos-chorrillos-lima-lima-ifi-inmobiliaria,MYKONOS,-12.1570129441832,-77.02366702772603,Calle Dario torres 153,Chorrillos,En construcción,"31 de Enero, 2025",Otros,"['Gimnasio', 'Lobby', 'Sala Bar', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,TIPO 1,"Pisos: 2, 3, 6",2,61.00 m2,"S/ 479,000"
1251,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2837-momen-bre%C3%B1a-lima-lima-cosapi,MOMEN,-12.0604151,-77.05264609999999,"Aguarico 1251, Breña",Breña,En planos,"04 de Abril, 2025","Banco BCP, Otros","['Área de juegos para niños', 'Gimnasio', 'Karaoke', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,X08,Pisos: Entre 2 al 20,2,63.03 m2,"S/ 397,600"
4675,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2361-paseo-de-la-arboleda-4-santiago-de-surco-lima-lima-v&v-grupo-inmobiliario,PASEO DE LA ARBOLEDA 4,-12.14157370047621,-77.01076472165404,jr combate de angamos 542,Santiago De Surco,En construcción,"31 de Diciembre, 2024",Financiamiento Propio,"['Área de juegos para niños', 'Areas verdes', 'Lobby', 'Parque privado', 'Sala Bar', 'Sala de cine', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,L-Tipo 3,Piso: 4,2,74.00 m2,"S/ 442,000"
6089,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2719-zoe-urban-apartments-etapa-2-barranco-lima-lima-hpc-inmobiliaria,Zoe Urban Apartments - Etapa 2,-12.138968376097004,-77.01899242394575,Av. El Sol Este 555,Barranco,Entrega inmediata,"28 de Febrero, 2024",BBVA,"['Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Techo Panorámico', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,Tipo 15A,Piso: 2,2,67.37 m2,"S/ 509,286"
1563,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1857-condominio-esencial-santiago-de-surco-lima-lima-la-venturosa,Condominio Esencial,-12.168656986258767,-76.99251155846443,Esquina de Av. Guardia Civil Norte con Av. Los Faisanes,Santiago De Surco,Entrega inmediata,"31 de Julio, 2024",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Parque privado', 'Sala de usos Múltiples', 'Techo Panorámico']",flat,T32-C,Piso: 12,3,71.51 m2,"S/ 373,254"
3199,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3177-las-magnolias-casa-club-bre%C3%B1a-lima-lima-las-magnolias-casa-club,Las Magnolias Casa Club,-12.0495524,-77.05183269999999,Jirón Zorritos 859 - Breña,Breña,Entrega inmediata,"31 de Diciembre, 2018",Banco Scotiabank,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin de niños', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Otros']",flat,TIPO 6 TORRE 6,Piso: 18,3,68.10 m2,"S/ 320,000"
694,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3319-san-borja-sur-985-san-borja-lima-lima-ee-inmobiliaria,San Borja Sur 985,-12.1000763,-76.9932627,Av. San Borja Sur N° 985,San Borja,En planos,"31 de Octubre, 2025",Banco BCP,"['Gimnasio', 'Lobby', 'Zona de Lavandería', 'Zona de Parrillas']",flat,Tipo 02,Pisos: Entre 2 al 12,2,59.68 m2,"S/ 482,000"
